decade,artist,song,popularity,rank_in_decade
2000s,Sophie Ellis-Bextor,Murder On The Dancefloor,62,478
2000s,Justin Timberlake,Like I Love You,62,478
2000s,B2K,"Bump, Bump, Bump (feat. P. Diddy)",62,478
2000s,Beyoncé,"Me, Myself and I",62,478
2000s,Black Eyed Peas,Don't Phunk With My Heart,62,478
2000s,Ray J,One Wish,62,478
2000s,Bow Wow,Let Me Hold You (feat. Omarion),62,478
2000s,Ryan Cabrera,True,62,478
2000s,Chingy,Pullin' Me Back,62,478
2000s,Ludacris,Money Maker,62,478
2000s,Bubba Sparxxx,Ms. New Booty,62,478
2000s,Lloyd,Get It Shawty,62,478
2000s,Fabolous,Make Me Better,62,478
2000s,Maroon 5,Makes Me Wonder,62,478
2000s,Boys Like Girls,The Great Escape,62,478
2000s,Natasha Bedingfield,Pocketful of Sunshine,62,478
2000s,The-Dream,I Luv Your Girl,62,478
2000s,Leona Lewis,Run,62,478
2000s,Trey Songz,Can't Help but Wait,62,478
2000s,Nickelback,Gotta Be Somebody,62,478
2000s,The-Dream,Rockin' That Shit,62,478
2000s,Asher Roth,I Love College,62,478
2000s,LeAnn Rimes,I Need You,61,504
2000s,Mary J. Blige,No More Drama,61,504
2000s,The Supermen Lovers,Starlight - Radio Edit,61,504
2000s,Lifehouse,Hanging By A Moment,61,504
2000s,Britney Spears,Overprotected - Radio Edit,61,504
2000s,Ashanti,Happy,61,504
2000s,Panjabi MC,Mundian to Bach Ke,61,504
2000s,Christina Aguilera,Can't Hold Us Down (feat. Lil' Kim),61,504
2000s,Lumidee,"Never Leave You (Uh Oooh, Uh Oooh)",61,504
2000s,Nelly,Air Force Ones,61,504
2000s,Sean Paul,Like Glue,61,504
2000s,Chingy,Holidae In,61,504
2000s,Fabolous,Can't Let You Go (feat. Mike Shorey & Lil' Mo),61,504
2000s,Ja Rule,Mesmerize,61,504
2000s,Switchfoot,Meant to Live,61,504
2000s,Lloyd Banks,On Fire,61,504
2000s,Destiny's Child,Lose My Breath,61,504
2000s,Avril Lavigne,Nobody's Home,61,504
2000s,Ying Yang Twins,Salt Shaker,61,504
2000s,Chingy,One Call Away,61,504
2000s,G-Unit,Wanna Get To Know You,61,504
2000s,Special D.,Come With Me - Radio Edit,61,504
2000s,Alicia Keys,You Don't Know My Name,61,504
2000s,Ciara,Oh (feat. Ludacris),61,504
2000s,Kanye West,Diamonds From Sierra Leone - Remix,61,504
2000s,Franz Ferdinand,Do You Want To,61,504
2000s,Black Eyed Peas,Don't Lie,61,504
2000s,Usher,Caught Up,61,504
2000s,Nelly,Over And Over,61,504
2000s,Busta Rhymes,Touch It,61,504
2000s,Madonna,Sorry,61,504
2000s,Sandi Thom,I Wish I Was a Punk Rocker (with Flowers in My Hair),61,504
2000s,Shop Boyz,Party Like A Rock Star,61,504
2000s,Plies,Shawty (feat. T Pain),61,504
2000s,Bone Thugs-N-Harmony,I Tried,61,504
2000s,Britney Spears,Break the Ice,61,504
2000s,Colby O'Donis,What You Got,61,504
2000s,Plies,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",61,504
2000s,Black Eyed Peas,Imma Be,61,504
2000s,Ricky Martin,She Bangs - English Version,60,543
2000s,Craig David,Fill Me In,60,543
2000s,*NSYNC,It's Gonna Be Me,60,543
2000s,Gabrielle,Rise,60,543
2000s,Christina Milian,AM To PM,60,543
2000s,Craig David,Fill Me In,60,543
2000s,S Club 7,Have You Ever,60,543
2000s,Faith Hill,There You'll Be,60,543
2000s,Gabrielle,Rise,60,543
2000s,Christina Milian,When You Look At Me - Radio Edit,60,543
2000s,Marilyn Manson,Tainted Love,60,543
2000s,Blue,One Love,60,543
2000s,Ronan Keating,If Tomorrow Never Comes,60,543
2000s,Elvis Presley,A Little Less Conversation - JXL Radio Edit Remix,60,543
2000s,Ludacris,Rollout (My Business),60,543
2000s,Michelle Branch,All You Wanted,60,543
2000s,P!nk,Don't Let Me Get Me - Radio Edit,60,543
2000s,Girls Aloud,Jump,60,543
2000s,Tyrese,How You Gonna Act Like That,60,543
2000s,No Doubt,It's My Life,60,543
2000s,Jennifer Lopez,All I Have (feat. LL Cool J),60,543
2000s,Gwen Stefani,What You Waiting For?,60,543
2000s,No Doubt,It's My Life,60,543
2000s,50 Cent,Outta Control - Remix,60,543
2000s,Katie Melua,Nine Million Bicycles,60,543
2000s,Papa Roach,Scars,60,543
2000s,Nelly,Grillz,60,543
2000s,Dem Franchize Boyz,"Lean Wit It, Rock Wit It",60,543
2000s,Keyshia Cole,Last Night,60,543
2000s,The Game,My Life,60,543
2000s,Jennifer Hudson,Spotlight,60,543
2000s,Mýa,Case Of The Ex (Whatcha Gonna Do),59,574
2000s,JAY-Z,I Just Wanna Love U (Give It 2 Me),59,574
2000s,Ronan Keating,Life Is A Rollercoaster,59,574
2000s,Trick Daddy,I'm a Thug,59,574
2000s,Sugababes,Round Round,59,574
2000s,Céline Dion,A New Day Has Come - Radio Remix,59,574
2000s,Disturbing Tha Peace,Move Bitch,59,574
2000s,Sean Paul,Gimme the Light,59,574
2000s,Usher,U Don't Have to Call,59,574
2000s,Mis-Teeq,Scandalous - U.S. Radio Edit,59,574
2000s,Craig David,Rise & Fall (feat. Sting),59,574
2000s,Britney Spears,Me Against the Music (feat. Madonna) - LP Version / Video Mix,59,574
2000s,Ultrabeat,Pretty Green Eyes - Radio Edit,59,574
2000s,Ginuwine,In Those Jeans,59,574
2000s,Houston,I Like That,59,574
2000s,J-Kwon,Tipsy - Club Mix,59,574
2000s,Lloyd,Southside,59,574
2000s,LMC,Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit,59,574
2000s,Girls Aloud,Love Machine,59,574
2000s,Sean Paul,We Be Burnin',59,574
2000s,Ludacris,Get Back,59,574
2000s,Pretty Ricky,Your Body,59,574
2000s,Kelly Clarkson,Behind These Hazel Eyes,59,574
2000s,Gwen Stefani,Cool,59,574
2000s,Ciara,Get Up (feat. Chamillionaire),59,574
2000s,Keane,Is It Any Wonder?,59,574
2000s,Razorlight,In The Morning,59,574
2000s,Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,59,574
2000s,Fat Joe,Make It Rain,59,574
2000s,MiMS,This Is Why I'm Hot,59,574
2000s,Baby Boy Da Prince,The Way I Live - Main Explicit,59,574
2000s,Wiley,Wearing My Rolex - Radio Edit,59,574
2000s,OneRepublic,Stop And Stare,59,574
2000s,Pitbull,I Know You Want Me (Calle Ocho),59,574
2000s,Soulja Boy,Turn My Swag On,59,574
2000s,Tinchy Stryder,Number 1,59,574
2000s,Fabolous,Throw It In The Bag,59,574
2000s,La Roux,In For The Kill,59,574
2000s,Madonna,Music,58,612
2000s,Madonna,American Pie,58,612
2000s,Vengaboys,Shalala Lala,58,612
2000s,Blue,If You Come Back,58,612
2000s,Atomic Kitten,Eternal Flame - Single Version,58,612
2000s,Ronan Keating,Lovin' Each Day,58,612
2000s,Truth Hurts,Addictive,58,612
2000s,Eve,Gangsta Lovin',58,612
2000s,Musiq Soulchild,Halfcrazy,58,612
2000s,N.O.R.E.,Nothin',58,612
2000s,Britney Spears,"I'm Not a Girl, Not Yet a Woman",58,612
2000s,Daniel Bedingfield,If You're Not The One,58,612
2000s,Simply Red,Sunrise,58,612
2000s,Girls Aloud,Sound Of The Underground,58,612
2000s,Sugababes,Too Lost In You,58,612
2000s,Nas,I Can,58,612
2000s,Daniel Bedingfield,If You're Not The One,58,612
2000s,Sugababes,Too Lost In You,58,612
2000s,Avril Lavigne,Don't Tell Me,58,612
2000s,The Streets,Fit but You Know It,58,612
2000s,Robbie Williams,Tripping,58,612
2000s,Kaiser Chiefs,Everyday I Love You Less And Less,58,612
2000s,Destiny's Child,Cater 2 U,58,612
2000s,Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,58,612
2000s,Akon,Smack That,58,612
2000s,Keyshia Cole,Let It Go,58,612
2000s,Elliott Yamin,Wait for You,58,612
2000s,Take That,Rule The World - Radio Edit,58,612
2000s,Lil Wayne,Got Money,58,612
2000s,J. Holiday,Suffocate - Superclean,58,612
2000s,Fergie,Clumsy,58,612
2000s,Ciara,Love Sex Magic (feat. Justin Timberlake),58,612
2000s,The Veronicas,Untouched,58,612
2000s,Mystikal,Shake Ya Ass,57,645
2000s,Missy Elliott,One Minute Man (feat. Ludacris),57,645
2000s,112,It's Over Now,57,645
2000s,Joe,Stutter (feat. Mystikal) - Double Take Remix,57,645
2000s,Jennifer Lopez,Play,57,645
2000s,2Pac,Until The End Of Time,57,645
2000s,Erick Sermon,Music (feat. Marvin Gaye),57,645
2000s,Alanis Morissette,Hands Clean,57,645
2000s,Sugababes,Hole In The Head,57,645
2000s,Blue,Sorry Seems To Be The Hardest Word,57,645
2000s,Room 5,Make Luv,57,645
2000s,50 Cent,"Wanksta - From ""8 Mile"" Soundtrack",57,645
2000s,Missy Elliott,Gossip Folks (feat. Ludacris),57,645
2000s,Floetry,Say Yes,57,645
2000s,Ludacris,Stand Up,57,645
2000s,Westlife,Mandy,57,645
2000s,George Michael,Amazing,57,645
2000s,D12,How Come,57,645
2000s,N.E.R.D,She Wants To Move,57,645
2000s,Nelly,My Place,57,645
2000s,Kelis,Millionaire,57,645
2000s,Jessica Simpson,With You,57,645
2000s,Ying Yang Twins,Wait (The Whisper Song),57,645
2000s,Infernal,From Paris to Berlin,57,645
2000s,The Pussycat Dolls,Beep,57,645
2000s,Fergie,London Bridge,57,645
2000s,Beyoncé,Deja Vu (feat. Jay-Z),57,645
2000s,Leona Lewis,A Moment Like This,57,645
2000s,Calvin Harris,Acceptable in the 80's,57,645
2000s,Omarion,Ice Box,57,645
2000s,Pretty Ricky,On the Hotline - Amended Version,57,645
2000s,Justin Timberlake,LoveStoned / I Think She Knows (Interlude),57,645
2000s,Bow Wow,Outta My System (feat. T-Pain & Johntá Austin),57,645
2000s,Rich Boy,Throw Some D's,57,645
2000s,MIKA,Love Today,57,645
2000s,Madonna,Give It 2 Me,57,645
2000s,Pendulum,Propane Nightmares,57,645
2000s,Danity Kane,Damaged,57,645
2000s,Santana,Into the Night (feat. Chad Kroeger),57,645
2000s,The Prodigy,Omen,57,645
2000s,Alexandra Burke,Bad Boys (feat. Flo Rida),57,645
2000s,Jordin Sparks,Battlefield,57,645
2000s,Keri Hilson,Knock You Down,57,645
2000s,Adam Lambert,Whataya Want from Me,57,645
2000s,K'NAAN,Wavin' Flag,57,645
2000s,Jagged Edge,Promise,56,690
2000s,Sunshine Anderson,Heard It All Before,56,690
2000s,OPM,Heaven Is a Halfpipe (If I Die),56,690
2000s,3LW,No More (Baby I'ma Do Right),56,690
2000s,Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,56,690
2000s,The Goo Goo Dolls,Here Is Gone,56,690
2000s,Enrique Iglesias,Escape,56,690
2000s,Black Eyed Peas,Shut Up,56,690
2000s,JAY-Z,Excuse Me Miss,56,690
2000s,O-Zone,Dragostea Din Tei,56,690
2000s,Ashanti,Only U - No Intro,56,690
2000s,LL Cool J,Headsprung,56,690
2000s,Petey Pablo,Freek-A-Leek,56,690
2000s,Avant,Read Your Mind,56,690
2000s,Twista,Sunshine (feat. Anthony Hamilton),56,690
2000s,Ashlee Simpson,Pieces Of Me,56,690
2000s,Rob Thomas,Lonely No More,56,690
2000s,Craig David,Don't Love You No More (I'm Sorry),56,690
2000s,U2,Sometimes You Can't Make It On Your Own,56,690
2000s,Jibbs,Chain Hang Low,56,690
2000s,The Raconteurs,"Steady, As She Goes",56,690
2000s,Ciara,Promise,56,690
2000s,Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",56,690
2000s,Snoop Dogg,Sensual Seduction,56,690
2000s,Gabriella Cilmi,Sweet About Me,56,690
2000s,Jack White,Another Way to Die,56,690
2000s,3 Doors Down,It's Not My Time,56,690
2000s,Jordin Sparks,One Step At a Time,56,690
2000s,Kelly Clarkson,Already Gone,56,690
2000s,Bomfunk MC's,Freestyler,55,719
2000s,Kylie Minogue,Spinning Around,55,719
2000s,Avant,Separated,55,719
2000s,Jagged Edge,He Can't Love U,55,719
2000s,Sammie,I Like It,55,719
2000s,Kandi,Don't Think I'm Not,55,719
2000s,P!nk,There You Go,55,719
2000s,Case,Missing You,55,719
2000s,Busta Rhymes,Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,55,719
2000s,Kylie Minogue,Spinning Around,55,719
2000s,Kylie Minogue,Love at First Sight,55,719
2000s,Ashanti,Baby,55,719
2000s,Jaheim,Put That Woman First,55,719
2000s,Will Young,Leave Right Now,55,719
2000s,Alicia Keys,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),55,719
2000s,Katie Melua,The Closest Thing to Crazy,55,719
2000s,Will Young,Leave Right Now,55,719
2000s,Jeezy,Soul Survivor,55,719
2000s,Destiny's Child,Girl,55,719
2000s,Diddy,Come to Me (feat. Nicole Scherzinger),55,719
2000s,The Ting Tings,Shut Up and Let Me Go,55,719
2000s,"H ""two"" O",What's It Gonna Be (feat. Platnum),55,719
2000s,John Legend,Green Light (feat. André 3000),55,719
2000s,Calvin Harris,I'm Not Alone - Radio Edit,55,719
2000s,Taylor Swift,You Belong With Me,55,719
2000s,Rihanna,Hard,55,719
2000s,M.O.P.,Cold as Ice,54,745
2000s,Moloko,The Time Is Now,54,745
2000s,Erykah Badu,Bag Lady,54,745
2000s,Matchbox Twenty,Bent,54,745
2000s,iio,Rapture (feat.Nadia Ali),54,745
2000s,Emma Bunton,What Took You So Long?,54,745
2000s,Rui Da Silva,Touch Me (Radio Edit) [feat. Cassandra],54,745
2000s,DJ Pied Piper & The Masters Of Ceremonies,Do You Really Like It? - Radio Edit,54,745
2000s,Ludacris,Southern Hospitality (Featuring Pharrell),54,745
2000s,Holly Valance,Kiss Kiss,54,745
2000s,Delta Goodrem,Born to Try,54,745
2000s,Delta Goodrem,Lost Without You,54,745
2000s,Youngbloodz,Damn! (feat. Lil' Jon) - Club Mix,54,745
2000s,Kelly Rowland,Stole,54,745
2000s,Bodyrockers,I Like The Way - Radio Edit,54,745
2000s,Snoop Dogg,Signs,54,745
2000s,Kanye West,Stronger,54,745
2000s,Gym Class Heroes,Cookie Jar (feat. The-Dream),54,745
2000s,Jordin Sparks,Tattoo,54,745
2000s,Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",54,745
2000s,Lily Allen,Not Fair,54,745
2000s,Trey Songz,Say Aah (feat. Fabolous),54,745
2000s,Aaliyah,Try Again,53,767
2000s,Da Brat,What'chu Like (feat. Tyrese),53,767
2000s,Madonna,Don't Tell Me,53,767
2000s,Steps,It's the Way You Make Me Feel,53,767
2000s,Madonna,Die Another Day,53,767
2000s,Jennifer Lopez,I'm Gonna Be Alright (feat. Nas),53,767
2000s,Gareth Gates,Anyone of Us (Stupid Mistake),53,767
2000s,Faith Evans,I Love You,53,767
2000s,A1,Caught in the Middle,53,767
2000s,Black Eyed Peas,Let's Get It Started - Spike Mix,53,767
2000s,Britney Spears,My Prerogative,53,767
2000s,JAY-Z,Dirt Off Your Shoulder,53,767
2000s,Akon,I Wanna Love You,53,767
2000s,Manic Street Preachers,Your Love Alone Is Not Enough (feat. Nina Persson),53,767
2000s,Sam Sparro,Black & Gold - Radio Edit,53,767
2000s,Lily Allen,The Fear,53,767
2000s,Ruff Endz,No More,52,783
2000s,Next,Wifey,52,783
2000s,P!nk,Most Girls,52,783
2000s,Carl Thomas,I Wish,52,783
2000s,Ricky Martin,Nobody Wants to Be Lonely (with Christina Aguilera),52,783
2000s,Brandy,Full Moon,52,783
2000s,Alicia Keys,A Woman's Worth,52,783
2000s,Eminem,Ass Like That,52,783
2000s,David Banner,Play,52,783
2000s,Ciara,"1, 2 Step (feat. Missy Elliott) - Main",52,783
2000s,Amerie,1 Thing,52,783
2000s,Natalie Imbruglia,Shiver,52,783
2000s,Huey,"Pop, Lock & Drop It - Video Edit",52,783
2000s,Akon,Don't Matter,52,783
2000s,Just Jack,Starz In Their Eyes,52,783
2000s,Kanye West,Flashing Lights,52,783
2000s,So Solid Crew,21 Seconds,51,799
2000s,Outkast,The Whole World (feat. Killer Mike),51,799
2000s,DJ Casper,Cha Cha Slide - Hardino Mix,51,799
2000s,Ludacris,Runaway Love,51,799
2000s,Alesha Dixon,The Boy Does Nothing,51,799
2000s,The Ting Tings,That's Not My Name,51,799
2000s,Gavin DeGraw,In Love With a Girl,51,799
2000s,Mario,Break Up,51,799
2000s,Kris Allen,Live Like We're Dying,51,799
2000s,Brandy,Another Day in Paradise - R&B-Version,50,808
2000s,Fragma,Everytime You Need Me - Radio Version,50,808
2000s,Roger Sanchez,Another Chance,50,808
2000s,*NSYNC,Girlfriend,50,808
2000s,Counting Crows,Big Yellow Taxi,50,808
2000s,Ashanti,Rain On Me,50,808
2000s,Trillville,Some Cut,50,808
2000s,Alicia Keys,Karma,50,808
2000s,Kelis,Bossy,50,808
2000s,Jason Aldean,Big Green Tractor,50,808
2000s,Debelah Morgan,Dance with Me,49,818
2000s,Fuel,Hemorrhage (In My Hands),49,818
2000s,Missy Elliott,4 My People (feat. Eve),49,818
2000s,B2K,Uh Huh,49,818
2000s,Fatman Scoop,Be Faithful,49,818
2000s,Frankie J,Don't Wanna Try,49,818
2000s,Black Eyed Peas,Hey Mama,49,818
2000s,JoJo,Leave (Get Out) - Radio Edit,49,818
2000s,Bob Sinclar,Love Generation - Radio Edit,49,818
2000s,James Morrison,Wonderful World,49,818
2000s,Katy Perry,Waking Up In Vegas,49,818
2000s,Tamia,Stranger in My House,48,829
2000s,Robbie Williams,Eternity,48,829
2000s,Dirty Vegas,Days Go By,48,829
2000s,Blue,U Make Me Wanna - Radio Edit,48,829
2000s,Lil' Kim,The Jump Off (feat. Mr. Cheeks) - Remix,48,829
2000s,Mýa,My Love Is Like...Wo - Main Mix,48,829
2000s,Amanda Perez,Angel,48,829
2000s,Ludacris,Splash Waterfalls,48,829
2000s,Eminem,Like Toy Soldiers,48,829
2000s,JoJo,Too Little Too Late,48,829
2000s,Beyoncé,Sweet Dreams,48,829
2000s,Janet Jackson,Doesn't Really Matter,47,840
2000s,Five,Let's Dance - Radio Edit,47,840
2000s,Charli Baltimore,Down 4 U,47,840
2000s,Lil Jon & The East Side Boyz,Get Low,47,840
2000s,Kelly Clarkson,Miss Independent,47,840
2000s,Kylie Minogue,I Believe in You,47,840
2000s,Kanye West,Can't Tell Me Nothing,47,840
2000s,Kanye West,Homecoming,47,840
2000s,Kylie Minogue,Wow,47,840
2000s,Sidney Samson,Riverside,47,840
2000s,Mis-Teeq,All I Want - Sunship Radio Edit,46,850
2000s,Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,46,850
2000s,Lemar,If There's Any Justice,46,850
2000s,Meck,Thunder in My Heart Again (Radio Edit),46,850
2000s,Orson,No Tomorrow,46,850
2000s,Mark Ronson,Stop Me (feat. Daniel Merriweather),46,850
2000s,will.i.am,Heartbreaker,46,850
2000s,*NSYNC,Gone,45,857
2000s,Sugababes,Freak Like Me,45,857
2000s,Big Brovaz,Nu Flow,45,857
2000s,Christina Milian,Dip It Low,45,857
2000s,Beyoncé,Check On It (feat. Slim Thug),45,857
2000s,Enrique Iglesias,Do You Know? (The Ping Pong Song),45,857
2000s,Kanye West,Good Life,45,857
2000s,Dido,White Flag,44,864
2000s,Dido,White Flag,44,864
2000s,Jessica Simpson,Irresistible,43,866
2000s,Brandy,What About Us?,43,866
2000s,Scissor Sisters,Comfortably Numb,43,866
2000s,Mariah Carey,Loverboy,42,869
2000s,Aaliyah,More Than A Woman,42,869
2000s,Jay Sean,Eyes On You - Radio Mix,42,869
2000s,Lil' Flip,Sunshine (feat. Lea),42,869
2000s,Brian McFadden,Almost Here,42,869
2000s,LL Cool J,Control Myself,42,869
2000s,Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),42,869
2000s,Fat Joe,Get It Poppin' (feat. Nelly) - Radio Version,41,876
2000s,Keri Hilson,Turnin Me On - Original Dirty,41,876
2000s,Default,Wasting My Time,40,878
2000s,Armand Van Helden,My My My - Radio Edit,40,878
2000s,Snoop Dogg,Drop It Like It's Hot,39,880
2000s,Snoop Dogg,Drop It Like It's Hot,39,880
2000s,Rachel Stevens,Sweet Dreams My LA Ex - Radio Edit,38,882
2000s,Enrique Iglesias,Not In Love - Radio Mix,37,883
2000s,Nick Lachey,What's Left Of Me,37,883
2000s,Bow Wow,Bounce With Me (feat. Xscape) - Edited Album Version,36,885
2000s,Aaliyah,Miss You - Main,36,885
2000s,Robyn,With Every Heartbeat,36,885
2000s,Gareth Gates,Unchained Melody,35,888
2000s,Snow Patrol,You're All I Have,35,888
2000s,Robbie Williams,Radio,33,890
2000s,Mary J. Blige,Rainy Dayz,32,891
2000s,Akon,Bananza (Belly Dancer),28,892
2000s,No Doubt,Underneath It All,27,893
2000s,No Doubt,Hella Good,26,894
2000s,No Doubt,Hey Baby,24,895
2000s,Akon,Lonely,21,896
2000s,Camille Jones,The Creeps - Fedde Le Grand Radio Mix,17,897
2000s,Akon,Locked Up,16,898
2000s,Daddy Yankee,Gasolina,11,899
2000s,Baby Bash,"Baby, I'm Back",4,900
2000s,The White Stripes,Seven Nation Army,3,901
2000s,T-Pain,Bartender (feat. Akon),3,901
2000s,Jay Sean,Down,3,901
2000s,Jay Sean,Down,3,901
2000s,LL Cool J,Luv U Better,2,905
2000s,Natasha Bedingfield,Unwritten,2,905
2000s,T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),2,905
2000s,The xx,Intro,2,905
2000s,Jay Sean,Do You Remember,2,905
2000s,Nelly Furtado,I'm Like A Bird,1,910
2000s,Nelly Furtado,Turn Off The Light,1,910
2000s,Westlife,You Raise Me Up,1,910
2000s,Shayne Ward,That's My Goal,1,910
2000s,Shayne Ward,No Promises,1,910
2000s,M.I.A.,Paper Planes,1,910
2000s,Ray J,Sexy Can I feat. Yung Berg,1,910
2000s,Adele,Chasing Pavements,1,910
2000s,Oasis,Go Let It Out,0,918
2000s,Jennifer Lopez,Ain't It Funny,0,918
2000s,Musiq Soulchild,Love,0,918
2000s,Basement Jaxx,Romeo,0,918
2000s,Electric Six,Danger! High Voltage - Soulchild Radio Mix,0,918
2000s,Basement Jaxx,Good Luck,0,918
2000s,Mariah Carey,It's Like That,0,918
2000s,Mariah Carey,Don't Forget About Us - Radio Edit,0,918
2000s,T-Pain,I'm Sprung,0,918
2000s,P!nk,Stupid Girls,0,918
2000s,Rascal Flatts,Life is a Highway,0,918
2000s,Westlife,The Rose,0,918
2000s,T-Pain,I'm N Luv (Wit a Stripper) (feat. Mike Jones),0,918
2000s,P!nk,Who Knew,0,918
2000s,Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,0,918
2000s,Eric Prydz,Proper Education - Radio Edit,0,918
2000s,P!nk,U + Ur Hand,0,918
2000s,Jim Jones,We Fly High,0,918
2000s,Miley Cyrus,See You Again,0,918
2000s,Mariah Carey,Touch My Body,0,918
2000s,T-Pain,Can't Believe It (feat. Lil' Wayne),0,918
2000s,JLS,Beat Again - Radio Edit,0,918
2010s,The Neighbourhood,Sweater Weather,89,1
2010s,Tom Odell,Another Love,88,2
2010s,WILLOW,Wait a Minute!,86,3
2010s,Billie Eilish,lovely (with Khalid),86,3
2010s,Billie Eilish,lovely (with Khalid),86,3
2010s,Bruno Mars,Locked out of Heaven,85,6
2010s,Bruno Mars,Locked out of Heaven,85,6
2010s,The Neighbourhood,Daddy Issues,85,6
2010s,Avicii,The Nights,85,6
2010s,Ed Sheeran,Perfect,85,6
2010s,Post Malone,Circles,85,6
2010s,Arctic Monkeys,Why'd You Only Call Me When You're High?,84,12
2010s,Arctic Monkeys,Do I Wanna Know?,84,12
2010s,John Legend,All of Me,84,12
2010s,The Weeknd,The Hills,84,12
2010s,Drake,One Dance,84,12
2010s,Ed Sheeran,Shape of You,84,12
2010s,Sean Paul,No Lie,84,12
2010s,Billie Eilish,Bored,84,12
2010s,Juice WRLD,Lucid Dreams,84,12
2010s,Gesaffelstein,Lost in the Fire (feat. The Weeknd),84,12
2010s,Lewis Capaldi,Someone You Loved,84,12
2010s,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,83,23
2010s,Bruno Mars,When I Was Your Man,83,23
2010s,One Direction,Night Changes,83,23
2010s,Twenty One Pilots,Stressed Out,83,23
2010s,Tame Impala,The Less I Know The Better,83,23
2010s,The Chainsmokers,Closer,83,23
2010s,The Chainsmokers,Something Just Like This,83,23
2010s,Travis Scott,goosebumps,83,23
2010s,XXXTENTACION,Jocelyn Flores,83,23
2010s,Post Malone,rockstar (feat. 21 Savage),83,23
2010s,Billie Eilish,bad guy,83,23
2010s,Ariana Grande,7 rings,83,23
2010s,Coldplay,Paradise,82,35
2010s,Foster The People,Pumped Up Kicks,82,35
2010s,JAY-Z,Ni**as In Paris,82,35
2010s,Maroon 5,Payphone,82,35
